Race - Ethnicity,Fiscal Year Released,Sex,Age At Release,Convicting Offense Classification,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison
Black - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,M,66.87,Aggravated Misdemeanor,Other Criminal,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,F,29.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,7JD,No
Black - Non-Hispanic,2011,F,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,1JD,No
Black - Non-Hispanic,2011,M,29.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,1JD,No
Black - Non-Hispanic,2011,M,29.5,B Felony,Other Criminal,Parole,1JD,No
Black - Non-Hispanic,2011,M,29.5,B Felony,Other Criminal,Parole,Interstate Compact,No
Black - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,3JD,No
Black - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,No
Black - Non-Hispanic,2011,M,39.5,B Felony,Other Criminal,Parole,5JD,No
Black - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,No
Black - Non-Hispanic,2011,M,39.5,D Felony,Other Criminal,Parole,Interstate Compact,No
Black - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,1JD,No
Black - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,1JD,No
Black - Non-Hispanic,2011,M,49.5,D Felony,Other Criminal,Parole,2JD,No
Black - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,7JD,No
Black - Non-Hispanic,2011,M,66.87,Felony - Enhancement to Original Penalty,Other Criminal,Parole,3JD,No
Black - Non-Hispanic,2011,M,66.87,Felony - Enhancement to Original Penalty,Other Criminal,Parole,6JD,No
White - Hispanic,2011,M,29.5,B Felony,Other Criminal,Parole,Interstate Compact,No
White - Non-Hispanic,2011,F,29.5,D Felony,Other Criminal,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,29.5,Felony - Enhancement to Original Penalty,Other Criminal,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,66.87,D Felony,Other Criminal,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,21.5,D Felony,Other Criminal,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,29.5,B Felony,Other Criminal,Parole,1JD,No
White - Non-Hispanic,2011,F,29.5,D Felony,Other Criminal,Parole,1JD,No
White - Non-Hispanic,2011,F,29.5,B Felony,Other Criminal,Parole,4JD,No
White - Non-Hispanic,2011,F,29.5,B Felony,Other Criminal,Parole,Interstate Compact,No
White - Non-Hispanic,2011,F,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,2JD,No
White - Non-Hispanic,2011,F,49.5,B Felony,Other Criminal,Parole,5JD,No
White - Non-Hispanic,2011,M,29.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,1JD,No
White - Non-Hispanic,2011,M,29.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,2JD,No
White - Non-Hispanic,2011,M,29.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,3JD,No
White - Non-Hispanic,2011,M,29.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,No
White - Non-Hispanic,2011,M,29.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,No
White - Non-Hispanic,2011,M,29.5,D Felony,Other Criminal,Parole,8JD,No
White - Non-Hispanic,2011,M,29.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,Interstate Compact,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,2JD,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,2JD,No
White - Non-Hispanic,2011,M,39.5,B Felony,Other Criminal,Parole,2JD,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,2JD,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,2JD,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,3JD,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,3JD,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,7JD,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,8JD,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,N/A,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,Interstate Compact,No
White - Non-Hispanic,2011,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,Interstate Compact,No
White - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,1JD,No
White - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,1JD,No
White - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,1JD,No
White - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,2JD,No
White - Non-Hispanic,2011,M,49.5,D Felony,Other Criminal,Parole,7JD,No
White - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,8JD,No
White - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,8JD,No
White - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,8JD,No
White - Non-Hispanic,2011,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,Interstate Compact,No
White - Non-Hispanic,2011,M,66.87,Felony - Enhancement to Original Penalty,Other Criminal,Parole,3JD,No
White - Non-Hispanic,2011,M,66.87,B Felony,Other Criminal,Parole,5JD,No
White - Non-Hispanic,2011,M,66.87,B Felony,Other Criminal,Parole,6JD,No
White - Non-Hispanic,2011,M,66.87,Felony - Enhancement to Original Penalty,Other Criminal,Parole,8JD,No
White - Non-Hispanic,2011,M,66.87,B Felony,Other Criminal,Parole,Interstate Compact,No
White - Non-Hispanic,2011,M,29.5,Aggravated Misdemeanor,Other Criminal,Special Sentence,3JD,No
White - Non-Hispanic,2011,M,29.5,Aggravated Misdemeanor,Other Criminal,Special Sentence,5JD,No
White - Non-Hispanic,2011,M,29.5,Aggravated Misdemeanor,Other Criminal,Special Sentence,8JD,No
White - Non-Hispanic,2011,M,29.5,Aggravated Misdemeanor,Other Criminal,Special Sentence,Interstate Compact,No
White - Non-Hispanic,2011,M,39.5,Aggravated Misdemeanor,Other Criminal,Special Sentence,7JD,No
White - Non-Hispanic,2011,M,21.5,Aggravated Misdemeanor,Other Criminal,Special Sentence,3JD,No
Black - Non-Hispanic,2011,M,29.5,C Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,M,29.5,Aggravated Misdemeanor,Murder/Manslaughter,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,M,49.5,B Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,M,29.5,B Felony,Murder/Manslaughter,Parole,7JD,No
Black - Non-Hispanic,2011,M,29.5,Aggravated Misdemeanor,Murder/Manslaughter,Parole,Interstate Compact,No
Black - Non-Hispanic,2011,M,29.5,D Felony,Murder/Manslaughter,Parole,Interstate Compact,No
Black - Non-Hispanic,2011,M,39.5,B Felony,Murder/Manslaughter,Parole,5JD,No
White - Hispanic,2011,F,21.5,D Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,No
White - Hispanic,2011,M,29.5,C Felony,Murder/Manslaughter,Parole,2JD,No
White - Hispanic,2011,M,29.5,C Felony,Murder/Manslaughter,Parole,Interstate Compact,No
White - Hispanic,2011,M,39.5,C Felony,Murder/Manslaughter,Parole,N/A,No
White - Hispanic,2011,M,39.5,D Felony,Murder/Manslaughter,Parole,Interstate Compact,No
White - Non-Hispanic,2011,M,49.5,D Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,49.5,B Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,49.5,D Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,49.5,D Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,49.5,B Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,66.87,D Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,21.5,D Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,21.5,C Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,29.5,C Felony,Murder/Manslaughter,Parole,1JD,No
White - Non-Hispanic,2011,F,29.5,C Felony,Murder/Manslaughter,Parole,1JD,No
White - Non-Hispanic,2011,F,29.5,D Felony,Murder/Manslaughter,Parole,5JD,No
White - Non-Hispanic,2011,F,39.5,B Felony,Murder/Manslaughter,Parole,1JD,No
White - Non-Hispanic,2011,F,39.5,C Felony,Murder/Manslaughter,Parole,8JD,No
White - Non-Hispanic,2011,F,49.5,C Felony,Murder/Manslaughter,Parole,2JD,No
White - Non-Hispanic,2011,F,49.5,B Felony,Murder/Manslaughter,Parole,6JD,No
White - Non-Hispanic,2011,M,29.5,D Felony,Murder/Manslaughter,Parole,1JD,No
White - Non-Hispanic,2011,M,29.5,C Felony,Murder/Manslaughter,Parole,1JD,No
White - Non-Hispanic,2011,M,29.5,C Felony,Murder/Manslaughter,Parole,2JD,No
White - Non-Hispanic,2011,M,29.5,D Felony,Murder/Manslaughter,Parole,3JD,No
White - Non-Hispanic,2011,M,29.5,D Felony,Murder/Manslaughter,Parole,5JD,No
White - Non-Hispanic,2011,M,29.5,B Felony,Murder/Manslaughter,Parole,5JD,No
White - Non-Hispanic,2011,M,29.5,B Felony,Murder/Manslaughter,Parole,6JD,No
White - Non-Hispanic,2011,M,29.5,D Felony,Murder/Manslaughter,Parole,7JD,No
White - Non-Hispanic,2011,M,29.5,D Felony,Murder/Manslaughter,Parole,7JD,No
White - Non-Hispanic,2011,M,29.5,D Felony,Murder/Manslaughter,Parole,Interstate Compact,No
White - Non-Hispanic,2011,M,39.5,C Felony,Murder/Manslaughter,Parole,2JD,No
White - Non-Hispanic,2011,M,39.5,C Felony,Murder/Manslaughter,Parole,5JD,No
White - Non-Hispanic,2011,M,39.5,D Felony,Murder/Manslaughter,Parole,5JD,No
White - Non-Hispanic,2011,M,39.5,C Felony,Murder/Manslaughter,Parole,N/A,No
White - Non-Hispanic,2011,M,49.5,C Felony,Murder/Manslaughter,Parole,2JD,No
White - Non-Hispanic,2011,M,49.5,D Felony,Murder/Manslaughter,Parole,6JD,No
White - Non-Hispanic,2011,M,49.5,C Felony,Murder/Manslaughter,Parole,Interstate Compact,No
White - Non-Hispanic,2011,M,21.5,C Felony,Murder/Manslaughter,Parole,2JD,No
White - Non-Hispanic,2011,M,21.5,D Felony,Murder/Manslaughter,Parole,6JD,No
American Indian or Alaska Native - Non-Hispanic,2011,M,39.5,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,No
American Indian or Alaska Native - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Parole,N/A,No
American Indian or Alaska Native - Non-Hispanic,2011,F,49.5,D Felony,Forgery/Fraud,Parole,N/A,No
American Indian or Alaska Native - Non-Hispanic,2011,F,21.5,D Felony,Forgery/Fraud,Parole,3JD,No
Asian or Pacific Islander - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Parole,6JD,No
Black - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,F,39.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,F,39.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,F,49.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,M,29.5,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,M,39.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,M,39.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,M,49.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,M,49.5,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,M,21.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Parole,7JD,No
Black - Non-Hispanic,2011,F,29.5,C Felony,Forgery/Fraud,Parole,7JD,No
Black - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Parole,Interstate Compact,No
Black - Non-Hispanic,2011,F,39.5,D Felony,Forgery/Fraud,Parole,Interstate Compact,No
Black - Non-Hispanic,2011,F,49.5,D Felony,Forgery/Fraud,Parole,1JD,No
Black - Non-Hispanic,2011,F,49.5,Aggravated Misdemeanor,Forgery/Fraud,Parole,5JD,No
Black - Non-Hispanic,2011,F,49.5,D Felony,Forgery/Fraud,Parole,Interstate Compact,No
Black - Non-Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Parole,5JD,No
Black - Non-Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Parole,7JD,No
Black - Non-Hispanic,2011,M,39.5,D Felony,Forgery/Fraud,Parole,5JD,No
Black - Non-Hispanic,2011,M,39.5,Aggravated Misdemeanor,Forgery/Fraud,Parole,N/A,No
Black - Non-Hispanic,2011,M,49.5,D Felony,Forgery/Fraud,Parole,7JD,No
Black - Non-Hispanic,2011,M,49.5,D Felony,Forgery/Fraud,Parole,7JD,No
Black - Non-Hispanic,2011,M,49.5,D Felony,Forgery/Fraud,Parole,Interstate Compact,No
Black - Non-Hispanic,2011,M,66.87,D Felony,Forgery/Fraud,Parole,1JD,No
Black - Non-Hispanic,2011,M,66.87,D Felony,Forgery/Fraud,Parole,Interstate Compact,No
White - Hispanic,2011,M,29.5,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Hispanic,2011,M,66.87,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Parole,1JD,No
White - Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Parole,3JD,No
White - Hispanic,2011,M,29.5,Aggravated Misdemeanor,Forgery/Fraud,Parole,N/A,No
White - Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Parole,2JD,No
White - Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Parole,7JD,No
White - Hispanic,2011,M,21.5,D Felony,Forgery/Fraud,Parole,Interstate Compact,No
White - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,29.5,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,39.5,D Felony,Forgery/Fraud,Parole,6JD,No
White - Non-Hispanic,2011,F,29.5,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,39.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,39.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,39.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,49.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,49.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,49.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,49.5,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,21.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,21.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,29.5,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,29.5,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,29.5,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,29.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,39.5,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,39.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,39.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,39.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,39.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,39.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,49.5,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,49.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,49.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,66.87,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,M,21.5,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Parole,1JD,No
White - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Parole,1JD,No
White - Non-Hispanic,2011,F,29.5,Aggravated Misdemeanor,Forgery/Fraud,Parole,2JD,No
White - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Parole,3JD,No
White - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Parole,3JD,No
White - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Parole,4JD,No
White - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Parole,5JD,No
White - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Parole,5JD,No
White - Non-Hispanic,2011,F,29.5,D Felony,Forgery/Fraud,Parole,7JD,No
White - Non-Hispanic,2011,F,39.5,D Felony,Forgery/Fraud,Parole,5JD,No
White - Non-Hispanic,2011,F,39.5,D Felony,Forgery/Fraud,Parole,5JD,No
White - Non-Hispanic,2011,F,39.5,D Felony,Forgery/Fraud,Parole,6JD,No
White - Non-Hispanic,2011,F,39.5,D Felony,Forgery/Fraud,Parole,6JD,No
White - Non-Hispanic,2011,F,39.5,D Felony,Forgery/Fraud,Parole,7JD,No
White - Non-Hispanic,2011,F,39.5,D Felony,Forgery/Fraud,Parole,Interstate Compact,No
