Fiscal Year Released,Sex,Age At Release,Convicting Offense Classification,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism Likelihood,Number American Indian or Alaska Native - Non-Hispanic,Number Asian or Pacific Islander - Non-Hispanic,Number Black - Non-Hispanic,Number White - Hispanic,Number White - Non-Hispanic
2011,M,55 and Older,Aggravated Misdemeanor,Theft,Parole,1JD,0.0,0,0,1,0,0
2011,M,Under 25,D Felony,Theft,Parole,6JD,0.0,0,0,1,0,0
2011,M,Under 25,C Felony,Theft,Parole,7JD,0.0,0,0,1,0,0
2011,M,Under 25,D Felony,Theft,Parole,N/A,0.0,0,0,1,0,0
2011,F,45-54,D Felony,Theft,Discharged – End of Sentence,N/A,0.0,0,0,0,1,1
2011,M,25-34,D Felony,Theft,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,M,45-54,Aggravated Misdemeanor,Theft,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,M,Under 25,D Felony,Theft,Parole,4JD,0.0,0,0,0,1,1
2011,M,Under 25,Aggravated Misdemeanor,Theft,Parole,N/A,0.0,0,0,0,1,2
2011,F,25-34,C Felony,Theft,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,F,25-34,Aggravated Misdemeanor,Theft,Discharged – End of Sentence,N/A,0.0,0,0,0,0,3
2011,F,Under 25,D Felony,Theft,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,55 and Older,C Felony,Theft,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,F,25-34,C Felony,Theft,Parole,2JD,0.0,0,0,0,0,1
2011,F,25-34,D Felony,Theft,Parole,3JD,0.0,0,0,0,0,1
2011,F,25-34,C Felony,Theft,Parole,4JD,0.0,0,0,0,0,2
2011,F,25-34,D Felony,Theft,Parole,Interstate Compact,0.0,0,0,0,0,1
2011,F,35-44,Aggravated Misdemeanor,Theft,Parole,1JD,0.0,0,0,0,0,1
2011,F,35-44,C Felony,Theft,Parole,2JD,0.0,0,0,0,0,1
2011,F,35-44,Aggravated Misdemeanor,Theft,Parole,4JD,0.0,0,0,0,0,1
2011,F,35-44,Aggravated Misdemeanor,Theft,Parole,7JD,0.0,0,0,0,0,1
2011,F,45-54,C Felony,Theft,Parole,2JD,0.0,0,0,0,0,1
2011,F,45-54,Aggravated Misdemeanor,Theft,Parole,2JD,0.0,0,0,0,0,1
2011,F,45-54,D Felony,Theft,Parole,3JD,0.0,0,0,0,0,1
2011,F,45-54,D Felony,Theft,Parole,6JD,0.0,0,0,0,0,1
2011,F,45-54,C Felony,Theft,Parole,Interstate Compact,0.0,0,0,0,0,1
2011,F,Under 25,D Felony,Theft,Parole,5JD,0.0,0,0,0,0,1
2011,F,Under 25,D Felony,Theft,Parole,7JD,0.0,0,0,0,0,1
2011,M,25-34,D Felony,Theft,Parole,2JD,0.0,0,0,0,0,2
2011,M,25-34,Aggravated Misdemeanor,Theft,Parole,5JD,0.0,0,0,0,0,3
2011,M,35-44,D Felony,Theft,Parole,3JD,0.0,0,0,0,0,1
2011,M,35-44,D Felony,Theft,Parole,4JD,0.0,0,0,0,0,3
2011,M,35-44,C Felony,Theft,Parole,4JD,0.0,0,0,0,0,1
2011,M,35-44,Aggravated Misdemeanor,Theft,Parole,7JD,0.0,0,0,0,0,1
2011,M,35-44,C Felony,Theft,Parole,7JD,0.0,0,0,0,0,2
2011,M,35-44,D Felony,Theft,Parole,N/A,0.0,0,0,0,0,1
2011,M,45-54,D Felony,Theft,Parole,7JD,0.0,0,0,0,0,1
2011,M,45-54,C Felony,Theft,Parole,8JD,0.0,0,0,0,0,1
2011,M,45-54,C Felony,Theft,Parole,N/A,0.0,0,0,0,0,1
2011,M,55 and Older,C Felony,Theft,Parole,6JD,0.0,0,0,0,0,1
2011,M,55 and Older,D Felony,Theft,Parole,8JD,0.0,0,0,0,0,1
2011,M,55 and Older,Aggravated Misdemeanor,Theft,Parole,8JD,0.0,0,0,0,0,1
2011,M,55 and Older,C Felony,Theft,Parole,8JD,0.0,0,0,0,0,1
2011,M,Under 25,C Felony,Theft,Parole,2JD,0.0,0,0,0,0,1
2011,M,Under 25,D Felony,Theft,Parole,3JD,0.0,0,0,0,0,1
2011,M,Under 25,D Felony,Theft,Parole,8JD,0.0,0,0,0,0,1
2011,M,Under 25,D Felony,Theft,Parole,Interstate Compact,0.0,0,0,0,0,3
2011,M,Under 25,C Felony,Theft,Parole,N/A,0.0,0,0,0,0,1
2011,M,35-44,C Felony,Sex,Parole,Interstate Compact,0.0,0,1,1,5,1
2011,M,45-54,B Felony,Sex,Parole,Interstate Compact,0.0,0,0,1,0,0
2011,M,45-54,C Felony,Sex,Special Sentence,N/A,0.0,0,0,1,0,0
2011,M,45-54,Aggravated Misdemeanor,Sex,Special Sentence,1JD,0.0,0,0,1,0,0
2011,M,45-54,Aggravated Misdemeanor,Sex,Special Sentence,5JD,0.0,0,0,1,0,1
2011,M,Under 25,Aggravated Misdemeanor,Sex,Special Sentence,6JD,0.0,0,0,1,0,0
2011,M,55 and Older,C Felony,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,2,9
2011,M,25-34,C Felony,Sex,Parole,Interstate Compact,0.0,0,0,0,4,2
2011,M,25-34,Aggravated Misdemeanor,Sex,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,M,45-54,C Felony,Sex,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,M,45-54,D Felony,Sex,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,M,55 and Older,C Felony,Sex,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,M,55 and Older,Aggravated Misdemeanor,Sex,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,M,Under 25,D Felony,Sex,Parole,Interstate Compact,0.0,0,0,0,2,0
2011,M,25-34,D Felony,Sex,Special Sentence,Interstate Compact,0.0,0,0,0,1,1
2011,M,35-44,C Felony,Sex,Special Sentence,Interstate Compact,0.0,0,0,0,2,0
2011,F,25-34,C Felony,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,2
2011,F,25-34,Felony - Enhancement to Original Penalty,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,25-34,Felony - Enhancement to Original Penalty,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,2
2011,M,35-44,Felony - Enhancement to Original Penalty,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,35-44,D Felony,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,3
2011,M,35-44,Aggravated Misdemeanor,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,45-54,D Felony,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,45-54,Felony - Enhancement to Original Penalty,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,55 and Older,B Felony,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,3
2011,M,55 and Older,Felony - Enhancement to Original Penalty,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,55 and Older,D Felony,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,F,Under 25,D Felony,Sex,Parole,7JD,0.0,0,0,0,0,1
2011,M,25-34,C Felony,Sex,Parole,1JD,0.0,0,0,0,0,1
2011,M,25-34,C Felony,Sex,Parole,2JD,0.0,0,0,0,0,1
2011,M,25-34,C Felony,Sex,Parole,3JD,0.0,0,0,0,0,3
2011,M,25-34,C Felony,Sex,Parole,5JD,0.0,0,0,0,0,1
2011,M,25-34,C Felony,Sex,Parole,6JD,0.0,0,0,0,0,1
2011,M,25-34,Felony - Enhancement to Original Penalty,Sex,Parole,6JD,0.0,0,0,0,0,1
2011,M,25-34,C Felony,Sex,Parole,8JD,0.0,0,0,0,0,1
2011,M,35-44,C Felony,Sex,Parole,1JD,0.0,0,0,0,0,1
2011,M,35-44,D Felony,Sex,Parole,2JD,0.0,0,0,0,0,1
2011,M,35-44,Felony - Enhancement to Original Penalty,Sex,Parole,6JD,0.0,0,0,0,0,1
2011,M,35-44,Felony - Enhancement to Original Penalty,Sex,Parole,7JD,0.0,0,0,0,0,1
2011,M,35-44,C Felony,Sex,Parole,7JD,0.0,0,0,0,0,1
2011,M,35-44,C Felony,Sex,Parole,8JD,0.0,0,0,0,0,1
2011,M,45-54,C Felony,Sex,Parole,3JD,0.0,0,0,0,0,1
2011,M,45-54,D Felony,Sex,Parole,5JD,0.0,0,0,0,0,1
2011,M,55 and Older,Felony - Enhancement to Original Penalty,Sex,Parole,1JD,0.0,0,0,0,0,2
2011,M,55 and Older,Felony - Enhancement to Original Penalty,Sex,Parole,6JD,0.0,0,0,0,0,1
2011,M,Under 25,Felony - Enhancement to Original Penalty,Sex,Parole,1JD,0.0,0,0,0,0,1
2011,F,35-44,Aggravated Misdemeanor,Sex,Special Sentence,2JD,0.0,0,0,0,0,1
2011,M,25-34,C Felony,Sex,Special Sentence,2JD,0.0,0,0,0,0,1
2011,M,25-34,C Felony,Sex,Special Sentence,4JD,0.0,0,0,0,0,1
2011,M,25-34,D Felony,Sex,Special Sentence,6JD,0.0,0,0,0,0,1
2011,M,25-34,C Felony,Sex,Special Sentence,7JD,0.0,0,0,0,0,1
2011,M,25-34,D Felony,Sex,Special Sentence,8JD,0.0,0,0,0,0,1
2011,M,35-44,D Felony,Sex,Special Sentence,4JD,0.0,0,0,0,0,1
2011,M,35-44,C Felony,Sex,Special Sentence,5JD,0.0,0,0,0,0,1
2011,M,35-44,Aggravated Misdemeanor,Sex,Special Sentence,7JD,0.0,0,0,0,0,1
2011,M,45-54,C Felony,Sex,Special Sentence,5JD,0.0,0,0,0,0,1
2011,M,45-54,D Felony,Sex,Special Sentence,6JD,0.0,0,0,0,0,1
2011,M,45-54,Aggravated Misdemeanor,Sex,Special Sentence,7JD,0.0,0,0,0,0,2
2011,M,45-54,D Felony,Sex,Special Sentence,8JD,0.0,0,0,0,0,1
2011,M,45-54,Aggravated Misdemeanor,Sex,Special Sentence,8JD,0.0,0,0,0,0,1
2011,M,45-54,C Felony,Sex,Special Sentence,Interstate Compact,0.0,0,0,0,0,1
2011,M,45-54,D Felony,Sex,Special Sentence,Interstate Compact,0.0,0,0,0,0,1
2011,M,55 and Older,D Felony,Sex,Special Sentence,1JD,0.0,0,0,0,0,1
2011,M,55 and Older,C Felony,Sex,Special Sentence,3JD,0.0,0,0,0,0,2
2011,M,55 and Older,D Felony,Sex,Special Sentence,4JD,0.0,0,0,0,0,1
2011,M,55 and Older,C Felony,Sex,Special Sentence,4JD,0.0,0,0,0,0,1
2011,M,55 and Older,C Felony,Sex,Special Sentence,6JD,0.0,0,0,0,0,1
2011,M,Under 25,D Felony,Sex,Special Sentence,1JD,0.0,0,0,0,0,1
2011,M,Under 25,Aggravated Misdemeanor,Sex,Special Sentence,1JD,0.0,0,0,0,0,1
2011,M,Under 25,D Felony,Sex,Special Sentence,2JD,0.0,0,0,0,0,1
2011,M,Under 25,Aggravated Misdemeanor,Sex,Special Sentence,4JD,0.0,0,0,0,0,1
2011,M,25-34,C Felony,Robbery,Discharged – End of Sentence,N/A,0.0,1,0,1,0,2
2011,M,45-54,C Felony,Robbery,Discharged – End of Sentence,N/A,0.0,1,0,2,0,2
2011,M,35-44,B Felony,Robbery,Discharged – End of Sentence,N/A,0.0,0,0,1,0,0
2011,M,35-44,C Felony,Robbery,Discharged – End of Sentence,N/A,0.0,0,0,2,0,1
2011,F,25-34,C Felony,Robbery,Parole,5JD,0.0,0,0,2,0,0
2011,M,25-34,C Felony,Robbery,Parole,2JD,0.0,0,0,1,0,0
2011,M,25-34,C Felony,Robbery,Parole,7JD,0.0,0,0,1,0,0
2011,M,25-34,C Felony,Robbery,Parole,Interstate Compact,0.0,0,0,2,1,1
2011,M,35-44,C Felony,Robbery,Parole,1JD,0.0,0,0,1,0,0
2011,M,35-44,C Felony,Robbery,Parole,6JD,0.0,0,0,2,0,0
2011,M,45-54,C Felony,Robbery,Parole,1JD,0.0,0,0,1,0,0
2011,M,55 and Older,C Felony,Robbery,Parole,5JD,0.0,0,0,1,0,0
2011,F,35-44,C Felony,Robbery,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,F,25-34,C Felony,Robbery,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,F,35-44,C Felony,Robbery,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,25-34,C Felony,Robbery,Parole,4JD,0.0,0,0,0,0,1
2011,M,25-34,C Felony,Robbery,Parole,6JD,0.0,0,0,0,0,1
2011,M,25-34,C Felony,Robbery,Parole,8JD,0.0,0,0,0,0,1
2011,M,25-34,B Felony,Robbery,Parole,Interstate Compact,0.0,0,0,0,0,1
2011,M,35-44,C Felony,Robbery,Parole,8JD,0.0,0,0,0,0,1
2011,M,45-54,C Felony,Robbery,Parole,4JD,0.0,0,0,0,0,1
2011,M,55 and Older,B Felony,Robbery,Parole,8JD,0.0,0,0,0,0,1
2011,F,25-34,D Felony,OWI,Discharged – End of Sentence,N/A,0.0,1,0,0,0,1
2011,M,25-34,D Felony,OWI,Parole,2JD,0.0,0,1,2,0,5
2011,F,25-34,Aggravated Misdemeanor,OWI,Discharged – End of Sentence,N/A,0.0,0,0,1,0,2
2011,F,55 and Older,Aggravated Misdemeanor,OWI,Discharged – End of Sentence,N/A,0.0,0,0,1,0,0
2011,M,35-44,Serious Misdemeanor,OWI,Discharged – End of Sentence,N/A,0.0,0,0,1,0,0
2011,F,35-44,D Felony,OWI,Parole,7JD,0.0,0,0,1,0,1
2011,F,45-54,D Felony,OWI,Parole,5JD,0.0,0,0,1,0,0
2011,M,45-54,D Felony,OWI,Parole,8JD,0.0,0,0,1,0,4
2011,M,45-54,D Felony,OWI,Parole,Interstate Compact,0.0,0,0,1,1,0
2011,M,55 and Older,D Felony,OWI,Parole,6JD,0.0,0,0,1,0,1
2011,F,25-34,D Felony,OWI,Parole,7JD,0.0,0,0,0,1,0
2011,M,25-34,Aggravated Misdemeanor,OWI,Parole,Interstate Compact,0.0,0,0,0,1,1
2011,M,35-44,D Felony,OWI,Parole,3JD,0.0,0,0,0,1,1
2011,M,35-44,D Felony,OWI,Parole,8JD,0.0,0,0,0,1,2
2011,M,35-44,D Felony,OWI,Parole,Interstate Compact,0.0,0,0,0,3,2
2011,M,Under 25,D Felony,OWI,Parole,Interstate Compact,0.0,0,0,0,2,0
2011,M,Under 25,Serious Misdemeanor,OWI,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,F,35-44,Aggravated Misdemeanor,OWI,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,F,45-54,Aggravated Misdemeanor,OWI,Discharged – End of Sentence,N/A,0.0,0,0,0,0,3
2011,F,Under 25,Aggravated Misdemeanor,OWI,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,45-54,Serious Misdemeanor,OWI,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,Under 25,D Felony,OWI,Discharged – End of Sentence,N/A,0.0,0,0,0,0,3
2011,F,35-44,D Felony,OWI,Parole,1JD,0.0,0,0,0,0,1
2011,F,35-44,D Felony,OWI,Parole,2JD,0.0,0,0,0,0,1
2011,F,35-44,D Felony,OWI,Parole,6JD,0.0,0,0,0,0,1
2011,F,35-44,D Felony,OWI,Parole,8JD,0.0,0,0,0,0,1
2011,F,45-54,D Felony,OWI,Parole,2JD,0.0,0,0,0,0,1
2011,F,55 and Older,D Felony,OWI,Parole,Interstate Compact,0.0,0,0,0,0,1
2011,M,25-34,D Felony,OWI,Parole,4JD,0.0,0,0,0,0,1
2011,M,35-44,D Felony,OWI,Parole,7JD,0.0,0,0,0,0,2
2011,M,45-54,Aggravated Misdemeanor,OWI,Parole,1JD,0.0,0,0,0,0,1
2011,M,45-54,D Felony,OWI,Parole,4JD,0.0,0,0,0,0,1
2011,M,45-54,Aggravated Misdemeanor,OWI,Parole,5JD,0.0,0,0,0,0,1
2011,M,45-54,D Felony,OWI,Parole,N/A,0.0,0,0,0,0,1
2011,M,55 and Older,D Felony,OWI,Parole,3JD,0.0,0,0,0,0,1
2011,M,55 and Older,D Felony,OWI,Parole,4JD,0.0,0,0,0,0,1
2011,M,55 and Older,Aggravated Misdemeanor,OWI,Parole,5JD,0.0,0,0,0,0,1
2011,M,55 and Older,D Felony,OWI,Parole,7JD,0.0,0,0,0,0,1
2011,M,Under 25,D Felony,OWI,Parole,2JD,0.0,0,0,0,0,2
2011,M,Under 25,D Felony,OWI,Parole,5JD,0.0,0,0,0,0,1
2011,M,Under 25,D Felony,OWI,Parole,8JD,0.0,0,0,0,0,2
2011,M,Under 25,D Felony,OWI,Parole,1JD,0.0,0,0,0,0,1
2011,M,25-34,B Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,1,0,0,0,1
2011,M,35-44,D Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,1,0,0,1,0
2011,F,Under 25,D Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,1,0,0
2011,M,35-44,B Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,1,0,1
2011,M,35-44,C Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,1,0,0
2011,M,45-54,B Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,1,0,3
2011,M,Under 25,C Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,1,0,1
2011,M,Under 25,D Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,2,0,0
2011,F,25-34,B Felony,Other Violent,Parole,1JD,0.0,0,0,1,0,0
2011,F,25-34,Aggravated Misdemeanor,Other Violent,Parole,1JD,0.0,0,0,1,0,0
2011,F,25-34,C Felony,Other Violent,Parole,3JD,0.0,0,0,1,0,0
2011,M,25-34,C Felony,Other Violent,Parole,6JD,0.0,0,0,1,0,0
2011,M,35-44,D Felony,Other Violent,Parole,1JD,0.0,0,0,1,0,0
2011,M,35-44,B Felony,Other Violent,Parole,3JD,0.0,0,0,1,0,0
2011,M,35-44,D Felony,Other Violent,Parole,8JD,0.0,0,0,1,0,0
2011,M,55 and Older,D Felony,Other Violent,Parole,5JD,0.0,0,0,1,0,0
2011,M,Under 25,B Felony,Other Violent,Parole,5JD,0.0,0,0,1,0,1
2011,M,Under 25,Aggravated Misdemeanor,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,1,0
2011,F,25-34,C Felony,Other Violent,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,F,35-44,Aggravated Misdemeanor,Other Violent,Parole,1JD,0.0,0,0,0,1,0
2011,M,35-44,D Felony,Other Violent,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,F,25-34,Aggravated Misdemeanor,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,2
2011,F,45-54,Aggravated Misdemeanor,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,F,45-54,C Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,F,Under 25,Aggravated Misdemeanor,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,25-34,C Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,3
2011,M,35-44,Aggravated Misdemeanor,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,2
2011,M,45-54,C Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,45-54,D Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,55 and Older,D Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,F,25-34,Aggravated Misdemeanor,Other Violent,Parole,5JD,0.0,0,0,0,0,1
2011,M,35-44,B Felony,Other Violent,Parole,2JD,0.0,0,0,0,0,1
2011,M,35-44,C Felony,Other Violent,Parole,5JD,0.0,0,0,0,0,1
2011,M,35-44,B Felony,Other Violent,Parole,5JD,0.0,0,0,0,0,1
2011,M,45-54,B Felony,Other Violent,Parole,1JD,0.0,0,0,0,0,1
2011,M,45-54,B Felony,Other Violent,Parole,2JD,0.0,0,0,0,0,1
2011,M,45-54,D Felony,Other Violent,Parole,8JD,0.0,0,0,0,0,1
2011,M,45-54,B Felony,Other Violent,Parole,8JD,0.0,0,0,0,0,1
2011,F,25-34,D Felony,Other Public Order,Parole,5JD,0.0,0,0,1,0,0
2011,M,25-34,D Felony,Other Public Order,Parole,1JD,0.0,0,0,1,0,1
2011,M,25-34,C Felony,Other Public Order,Parole,6JD,0.0,0,0,1,0,0
2011,M,45-54,Aggravated Misdemeanor,Other Public Order,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,55 and Older,Aggravated Misdemeanor,Other Public Order,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,F,45-54,D Felony,Other Public Order,Parole,6JD,0.0,0,0,0,0,1
2011,M,25-34,D Felony,Other Public Order,Parole,3JD,0.0,0,0,0,0,1
2011,M,25-34,D Felony,Other Public Order,Parole,6JD,0.0,0,0,0,0,1
2011,M,25-34,Aggravated Misdemeanor,Other Public Order,Parole,8JD,0.0,0,0,0,0,1
2011,M,35-44,D Felony,Other Public Order,Parole,Interstate Compact,0.0,0,0,0,0,1
2011,M,35-44,D Felony,Other Public Order,Parole,N/A,0.0,0,0,0,0,1
2011,M,25-34,D Felony,Other Drug,Parole,6JD,0.0,1,0,0,0,0
2011,M,25-34,D Felony,Other Drug,Discharged – End of Sentence,N/A,0.0,0,0,2,1,0
2011,M,45-54,D Felony,Other Drug,Discharged – End of Sentence,N/A,0.0,0,0,1,0,0
2011,M,Under 25,D Felony,Other Drug,Discharged – End of Sentence,N/A,0.0,0,0,1,1,0
2011,F,25-34,D Felony,Other Drug,Parole,Interstate Compact,0.0,0,0,1,0,0
2011,M,55 and Older,D Felony,Other Drug,Parole,7JD,0.0,0,0,1,0,0
2011,M,Under 25,D Felony,Other Drug,Parole,2JD,0.0,0,0,1,0,0
2011,M,35-44,D Felony,Other Drug,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,M,45-54,D Felony,Other Drug,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,M,Under 25,D Felony,Other Drug,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,F,35-44,D Felony,Other Drug,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,F,Under 25,D Felony,Other Drug,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,35-44,D Felony,Other Drug,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,45-54,C Felony,Other Drug,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,45-54,Aggravated Misdemeanor,Other Drug,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,F,25-34,D Felony,Other Drug,Parole,2JD,0.0,0,0,0,0,1
2011,F,35-44,C Felony,Other Drug,Parole,8JD,0.0,0,0,0,0,2
2011,M,45-54,D Felony,Other Drug,Parole,2JD,0.0,0,0,0,0,1
2011,M,Under 25,Aggravated Misdemeanor,Other Drug,Parole,2JD,0.0,0,0,0,0,1
2011,F,25-34,D Felony,Other Criminal,Discharged – End of Sentence,N/A,0.0,0,0,1,0,1
2011,M,55 and Older,Aggravated Misdemeanor,Other Criminal,Discharged – End of Sentence,N/A,0.0,0,0,1,0,0
2011,F,25-34,Felony - Enhancement to Original Penalty,Other Criminal,Parole,7JD,0.0,0,0,1,0,0
2011,M,25-34,B Felony,Other Criminal,Parole,1JD,0.0,0,0,1,0,0
2011,M,25-34,B Felony,Other Criminal,Parole,Interstate Compact,0.0,0,0,1,1,0
2011,M,35-44,D Felony,Other Criminal,Parole,Interstate Compact,0.0,0,0,1,0,0
2011,M,45-54,D Felony,Other Criminal,Parole,2JD,0.0,0,0,1,0,0
2011,M,55 and Older,Felony - Enhancement to Original Penalty,Other Criminal,Parole,3JD,0.0,0,0,1,0,1
2011,M,55 and Older,Felony - Enhancement to Original Penalty,Other Criminal,Parole,6JD,0.0,0,0,1,0,0
2011,M,25-34,Felony - Enhancement to Original Penalty,Other Criminal,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,M,55 and Older,D Felony,Other Criminal,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2011,F,25-34,B Felony,Other Criminal,Parole,1JD,0.0,0,0,0,0,1
2011,F,25-34,D Felony,Other Criminal,Parole,1JD,0.0,0,0,0,0,1
2011,F,25-34,B Felony,Other Criminal,Parole,Interstate Compact,0.0,0,0,0,0,1
2011,F,45-54,Felony - Enhancement to Original Penalty,Other Criminal,Parole,2JD,0.0,0,0,0,0,1
2011,F,45-54,B Felony,Other Criminal,Parole,5JD,0.0,0,0,0,0,1
2011,M,25-34,Felony - Enhancement to Original Penalty,Other Criminal,Parole,3JD,0.0,0,0,0,0,1
2011,M,25-34,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,0.0,0,0,0,0,2
2011,M,25-34,D Felony,Other Criminal,Parole,8JD,0.0,0,0,0,0,1
2011,M,25-34,Felony - Enhancement to Original Penalty,Other Criminal,Parole,Interstate Compact,0.0,0,0,0,0,1
2011,M,35-44,B Felony,Other Criminal,Parole,2JD,0.0,0,0,0,0,1
2011,M,35-44,Felony - Enhancement to Original Penalty,Other Criminal,Parole,8JD,0.0,0,0,0,0,1
2011,M,35-44,Felony - Enhancement to Original Penalty,Other Criminal,Parole,N/A,0.0,0,0,0,0,1
2011,M,45-54,D Felony,Other Criminal,Parole,7JD,0.0,0,0,0,0,1
2011,M,55 and Older,B Felony,Other Criminal,Parole,5JD,0.0,0,0,0,0,1
2011,M,55 and Older,B Felony,Other Criminal,Parole,6JD,0.0,0,0,0,0,1
2011,M,55 and Older,Felony - Enhancement to Original Penalty,Other Criminal,Parole,8JD,0.0,0,0,0,0,1
2011,M,55 and Older,B Felony,Other Criminal,Parole,Interstate Compact,0.0,0,0,0,0,1
2011,M,25-34,Aggravated Misdemeanor,Other Criminal,Special Sentence,3JD,0.0,0,0,0,0,1
2011,M,25-34,Aggravated Misdemeanor,Other Criminal,Special Sentence,Interstate Compact,0.0,0,0,0,0,1
2011,M,35-44,Aggravated Misdemeanor,Other Criminal,Special Sentence,7JD,0.0,0,0,0,0,1
2011,M,25-34,Aggravated Misdemeanor,Murder/Manslaughter,Discharged – End of Sentence,N/A,0.0,0,0,1,0,0
2011,M,45-54,B Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,0.0,0,0,1,0,2
2011,M,25-34,B Felony,Murder/Manslaughter,Parole,7JD,0.0,0,0,1,0,0
2011,M,25-34,Aggravated Misdemeanor,Murder/Manslaughter,Parole,Interstate Compact,0.0,0,0,1,0,0
2011,M,25-34,D Felony,Murder/Manslaughter,Parole,Interstate Compact,0.0,0,0,1,0,1
2011,M,35-44,B Felony,Murder/Manslaughter,Parole,5JD,0.0,0,0,1,0,0
2011,F,Under 25,D Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,0.0,0,0,0,1,0
2011,M,25-34,C Felony,Murder/Manslaughter,Parole,2JD,0.0,0,0,0,1,1
2011,M,25-34,C Felony,Murder/Manslaughter,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,M,35-44,C Felony,Murder/Manslaughter,Parole,N/A,0.0,0,0,0,1,1
2011,M,35-44,D Felony,Murder/Manslaughter,Parole,Interstate Compact,0.0,0,0,0,1,0
2011,M,45-54,D Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,0.0,0,0,0,0,3
2011,M,55 and Older,D Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
