Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Sex,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Recidivism Type,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population
2011,2014,White - Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,White - Hispanic,M,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,,No,No Recidivism,,,,,Yes
2011,2014,White - Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,White - Hispanic,M,Under 25,D Felony,Property,Forgery/Fraud,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,6JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,45-54,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,Under 25,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,Under 25,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,55 and Older,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,Under 25,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,4JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,35-44,D Felony,Property,Forgery/Fraud,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,35-44,D Felony,Property,Forgery/Fraud,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,35-44,D Felony,Property,Forgery/Fraud,Parole,6JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,35-44,D Felony,Property,Forgery/Fraud,Parole,6JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,35-44,D Felony,Property,Forgery/Fraud,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,35-44,D Felony,Property,Forgery/Fraud,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,45-54,D Felony,Property,Forgery/Fraud,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,45-54,D Felony,Property,Forgery/Fraud,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,45-54,D Felony,Property,Forgery/Fraud,Parole,8JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,45-54,D Felony,Property,Forgery/Fraud,Parole,2JD,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,55 and Older,D Felony,Property,Forgery/Fraud,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Parole,4JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,6JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Property,Forgery/Fraud,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Property,Forgery/Fraud,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Property,Forgery/Fraud,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,Under 25,D Felony,Property,Forgery/Fraud,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,Under 25,D Felony,Property,Forgery/Fraud,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,Under 25,D Felony,Property,Forgery/Fraud,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,Asian or Pacific Islander - Non-Hispanic,M,Under 25,D Felony,Public Order,Flight/Escape,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,25-34,D Felony,Public Order,Flight/Escape,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,35-44,D Felony,Public Order,Flight/Escape,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,Under 25,Serious Misdemeanor,Public Order,Flight/Escape,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,F,45-54,D Felony,Public Order,Flight/Escape,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,25-34,D Felony,Public Order,Flight/Escape,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,35-44,D Felony,Public Order,Flight/Escape,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Hispanic,M,25-34,D Felony,Public Order,Flight/Escape,Parole,,No,No Recidivism,,,,,No
2011,2014,White - Hispanic,M,Under 25,D Felony,Public Order,Flight/Escape,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Public Order,Flight/Escape,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Public Order,Flight/Escape,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Public Order,Flight/Escape,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Public Order,Flight/Escape,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,Under 25,D Felony,Public Order,Flight/Escape,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,American Indian or Alaska Native - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,American Indian or Alaska Native - Non-Hispanic,M,35-44,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Asian or Pacific Islander - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,Asian or Pacific Islander - Non-Hispanic,M,35-44,Aggravated Misdemeanor,Drug,Drug Possession,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,F,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,F,45-54,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,35-44,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,35-44,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,45-54,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,F,25-34,D Felony,Drug,Drug Possession,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,F,45-54,D Felony,Drug,Drug Possession,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Parole,6JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,35-44,D Felony,Drug,Drug Possession,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,35-44,D Felony,Drug,Drug Possession,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,35-44,D Felony,Drug,Drug Possession,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,35-44,D Felony,Drug,Drug Possession,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,35-44,D Felony,Drug,Drug Possession,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,35-44,D Felony,Drug,Drug Possession,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,45-54,Aggravated Misdemeanor,Drug,Drug Possession,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,55 and Older,Aggravated Misdemeanor,Drug,Drug Possession,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,55 and Older,D Felony,Drug,Drug Possession,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,55 and Older,Aggravated Misdemeanor,Drug,Drug Possession,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,Under 25,D Felony,Drug,Drug Possession,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Hispanic,M,25-34,D Felony,Drug,Drug Possession,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,35-44,Serious Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,Under 25,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Drug,Drug Possession,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Drug,Drug Possession,Parole,6JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,35-44,D Felony,Drug,Drug Possession,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,35-44,D Felony,Drug,Drug Possession,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,35-44,D Felony,Drug,Drug Possession,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,35-44,D Felony,Drug,Drug Possession,Parole,5JD,No,No Recidivism,,,,,Yes
